session_id,charge_date,vehicle_model,region,driving_style,charger_type,battery_capacity_kwh,state_of_charge_start,state_of_charge_end,charging_power_kw,charging_duration_mins,energy_consumed_kwh,charging_cost_inr_per_kwh,efficiency_km_per_kwh,predicted_range_km,actual_range_km,vehicle_price_inr,cost_inr
EV0623,2026-02-08T18:59:00,MG ZS EV,Pune,Eco,AC,50.3,34.5,69.5,3.3,330.9,17.93,8.11,6.77,236.6,235.1,1899000,145.41
EV0624,2026-06-21T13:06:00,MG ZS EV,Bengaluru,Eco,AC,50.3,28.1,85.0,7.2,237.9,28.05,10.52,6.79,290.3,269.1,1899000,295.09
EV0625,2026-05-28T07:51:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,54.4,95.2,22.0,75.0,24.98,9.69,5.61,322.7,312.3,2499000,242.06
EV0626,2026-02-07T00:45:00,BYD Atto 3,Chennai,Eco,AC,60.5,31.3,95.0,3.3,734.3,40.19,7.27,6.4,367.6,372.3,2499000,292.18
EV0627,2026-02-27T05:45:00,Mahindra XUV400,Hyderabad,Normal,DC Fast,39.4,51.3,80.8,50.0,19.4,11.99,10.28,6.65,211.8,189.2,1599000,123.26
EV0628,2026-03-04T19:56:00,MG ZS EV,Hyderabad,Normal,AC,50.3,43.8,88.7,7.2,198.6,23.4,9.87,6.11,272.8,268.4,1899000,230.96
EV0629,2026-02-03T14:54:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,23.5,92.4,22.0,74.3,27.03,9.28,6.2,225.5,200.2,1599000,250.84
EV0630,2026-01-31T09:13:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,49.8,83.3,7.2,168.0,19.96,8.4,5.56,280.1,270.6,2499000,167.66
EV0631,2026-03-14T17:02:00,Tata Nexon EV,Chennai,Normal,DC Fast,40.5,25.4,70.7,50.0,24.4,20.46,11.65,6.75,193.2,176.7,1450000,238.36
EV0632,2026-03-19T08:17:00,MG ZS EV,Mumbai,Normal,AC,50.3,27.0,96.9,7.2,303.4,35.71,8.95,6.33,308.5,300.0,1899000,319.6
EV0633,2026-06-12T08:18:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,33.0,69.4,7.2,125.3,14.44,8.7,6.31,172.3,173.6,1599000,125.63
EV0634,2026-06-10T09:49:00,Hyundai Kona,Mumbai,Normal,AC,39.2,23.4,69.3,7.2,156.9,17.79,7.71,6.59,178.9,177.0,2371000,137.16
EV0635,2026-02-19T20:47:00,Tata Nexon EV,Chennai,Normal,DC Fast,40.5,32.6,90.4,50.0,30.4,23.58,11.63,6.71,245.6,224.8,1450000,274.24
EV0636,2026-03-18T10:24:00,Mahindra XUV400,Bengaluru,Eco,AC,39.4,48.1,84.1,7.2,126.9,14.81,8.78,6.49,215.3,217.6,1599000,130.03
EV0637,2026-03-10T21:15:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,14.7,68.9,7.2,284.9,33.69,8.08,4.72,197.0,177.9,2499000,272.22
EV0638,2026-05-15T12:13:00,Tata Nexon EV,Chennai,Normal,AC,40.5,48.8,95.0,7.2,161.6,18.67,7.07,6.48,249.4,248.6,1450000,132.0
EV0639,2026-06-22T08:50:00,Tata Nexon EV,Chennai,Normal,AC,40.5,37.3,72.0,22.0,38.4,13.86,11.39,6.3,183.7,181.1,1450000,157.87
EV0640,2026-05-05T23:32:00,MG ZS EV,Hyderabad,Normal,AC,50.3,16.2,68.5,7.2,209.1,25.46,10.0,5.7,196.3,194.4,1899000,254.6
EV0641,2026-06-17T02:13:00,Mahindra XUV400,Chennai,Sport,AC,39.4,39.9,88.6,3.3,351.1,19.14,11.4,5.69,198.7,183.9,1599000,218.2
EV0642,2026-04-25T07:16:00,Mahindra XUV400,Chennai,Sport,AC,39.4,42.7,70.1,22.0,32.4,11.0,10.02,5.44,150.2,160.3,1599000,110.22
EV0643,2026-06-22T14:54:00,BYD Atto 3,Chennai,Normal,AC,60.5,43.4,91.6,22.0,87.3,31.36,7.02,6.0,332.4,303.4,2499000,220.15
EV0644,2026-03-09T09:26:00,Mahindra XUV400,Chennai,Eco,AC,39.4,19.7,90.8,7.2,253.0,29.5,9.4,7.35,262.8,241.3,1599000,277.3
EV0645,2026-02-19T20:01:00,Hyundai Kona,Chennai,Normal,AC,39.2,51.1,84.6,22.0,38.2,13.18,7.11,6.05,200.5,192.2,2371000,93.71
EV0646,2026-04-08T15:28:00,Tata Nexon EV,Hyderabad,Sport,DC Fast,40.5,55.0,92.5,50.0,19.2,14.81,9.51,5.86,219.6,212.2,1450000,140.84
EV0647,2026-05-12T03:36:00,Hyundai Kona,Mumbai,Eco,DC Fast,39.2,31.1,82.6,50.0,30.4,18.38,7.3,6.95,224.8,233.3,2371000,134.17
EV0648,2026-04-08T08:02:00,Hyundai Kona,Chennai,Normal,AC,39.2,42.8,81.9,22.0,55.4,16.67,7.83,6.16,197.7,205.3,2371000,130.53
EV0649,2026-02-04T16:02:00,MG ZS EV,Bengaluru,Eco,AC,50.3,45.6,90.6,7.2,187.5,22.69,11.81,6.86,312.3,295.4,1899000,267.97
EV0650,2026-03-27T13:54:00,MG ZS EV,Bengaluru,Normal,DC Fast,50.3,47.4,71.3,50.0,19.0,12.14,9.66,5.9,211.8,188.7,1899000,117.27
EV0651,2026-01-10T00:17:00,MG ZS EV,Chennai,Eco,AC,50.3,12.3,94.2,7.2,345.9,40.55,11.27,6.67,315.9,316.8,1899000,457.0
EV0652,2026-04-29T15:07:00,MG ZS EV,Pune,Sport,AC,50.3,51.3,79.1,7.2,112.2,13.08,11.88,5.02,200.0,184.3,1899000,155.39
EV0653,2026-04-28T19:22:00,Tata Nexon EV,Hyderabad,Sport,DC Fast,40.5,15.3,76.9,50.0,33.5,24.87,11.23,5.28,164.3,162.0,1450000,279.29
EV0654,2026-01-07T08:37:00,MG ZS EV,Pune,Eco,AC,50.3,46.0,83.7,7.2,166.9,19.0,11.11,6.05,254.8,233.1,1899000,211.09
EV0655,2026-05-27T00:30:00,Tata Nexon EV,Chennai,Normal,AC,40.5,50.2,78.5,7.2,99.3,11.11,11.49,5.99,190.4,169.9,1450000,127.65
EV0656,2026-03-10T09:16:00,Hyundai Kona,Chennai,Sport,DC Fast,39.2,45.5,67.6,50.0,15.2,8.84,11.04,4.87,129.0,128.0,2371000,97.59
EV0657,2026-02-22T08:03:00,MG ZS EV,Hyderabad,Normal,AC,50.3,43.2,92.9,22.0,73.0,24.11,11.51,6.03,281.7,260.3,1899000,277.51
EV0658,2026-05-06T11:47:00,Mahindra XUV400,Pune,Eco,DC Fast,39.4,48.0,83.3,50.0,25.0,14.41,9.86,7.15,234.7,226.6,1599000,142.08
EV0659,2026-03-09T23:19:00,Hyundai Kona,Pune,Eco,AC,39.2,51.3,80.1,22.0,33.9,11.03,11.1,6.8,213.5,204.2,2371000,122.43
EV0660,2026-03-20T13:46:00,BYD Atto 3,Chennai,Eco,AC,60.5,34.7,66.3,22.0,60.1,19.7,11.96,6.21,249.2,245.7,2499000,235.61
EV0661,2026-04-28T06:10:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,18.3,79.9,7.2,201.9,23.79,9.01,5.32,167.4,133.8,1599000,214.35
EV0662,2026-04-12T10:31:00,Mahindra XUV400,Pune,Normal,DC Fast,39.4,34.7,73.8,50.0,17.8,14.66,7.12,5.78,167.9,152.0,1599000,104.38
EV0663,2026-05-31T09:14:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,40.9,77.3,3.3,394.7,21.59,8.59,5.76,269.5,249.3,2499000,185.46
EV0664,2026-05-19T12:11:00,Hyundai Kona,Hyderabad,Sport,AC,39.2,16.8,84.1,7.2,229.0,26.65,9.32,5.18,170.6,172.0,2371000,248.38
EV0665,2026-03-09T05:49:00,Hyundai Kona,Mumbai,Normal,AC,39.2,30.7,90.7,7.2,195.1,23.1,9.19,6.32,224.7,224.1,2371000,212.29
EV0666,2026-06-16T14:21:00,BYD Atto 3,Hyderabad,Eco,DC Fast,60.5,49.1,70.8,50.0,20.9,13.3,10.27,5.8,248.1,236.8,2499000,136.59
EV0667,2026-03-20T13:30:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,22.4,92.2,22.0,79.8,27.29,11.08,6.38,231.6,232.2,1599000,302.37
EV0668,2026-05-24T06:11:00,Hyundai Kona,Pune,Sport,AC,39.2,45.8,84.6,22.0,46.0,14.93,11.24,5.07,167.9,154.6,2371000,167.81
EV0669,2026-03-18T16:16:00,Mahindra XUV400,Chennai,Sport,AC,39.4,17.2,65.9,22.0,49.9,17.46,7.02,5.4,140.3,135.2,1599000,122.57
EV0670,2026-02-25T16:52:00,BYD Atto 3,Chennai,Normal,AC,60.5,28.2,97.3,3.3,783.0,43.14,8.0,5.99,352.3,331.1,2499000,345.12
EV0671,2026-06-07T10:41:00,Hyundai Kona,Pune,Eco,AC,39.2,42.4,90.2,7.2,154.0,18.46,9.7,6.69,236.6,214.2,2371000,179.06
EV0672,2026-06-09T21:02:00,Mahindra XUV400,Bengaluru,Eco,AC,39.4,42.7,81.5,7.2,128.7,15.02,8.36,6.45,207.1,220.9,1599000,125.57
EV0673,2026-02-05T23:01:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,27.2,81.0,22.0,63.6,22.15,9.94,5.62,179.2,180.3,1599000,220.17
EV0674,2026-05-08T15:37:00,Tata Nexon EV,Chennai,Normal,AC,40.5,22.8,83.3,22.0,66.0,23.06,8.59,6.8,229.4,198.1,1450000,198.09
EV0675,2026-02-15T08:05:00,Hyundai Kona,Chennai,Sport,DC Fast,39.2,20.9,91.1,50.0,39.9,27.74,10.02,4.9,174.8,160.8,2371000,277.95
EV0676,2026-03-24T14:40:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,23.2,88.7,7.2,299.5,35.47,8.38,5.68,305.0,305.0,2499000,297.24
EV0677,2026-04-02T19:47:00,Tata Nexon EV,Bengaluru,Eco,DC Fast,40.5,21.2,88.2,50.0,34.2,26.53,8.21,7.36,262.9,251.8,1450000,217.81
EV0678,2026-06-01T14:41:00,Tata Nexon EV,Mumbai,Sport,AC,40.5,43.9,85.2,7.2,136.8,16.39,7.17,5.41,186.7,173.8,1450000,117.52
EV0679,2026-01-08T03:16:00,Mahindra XUV400,Chennai,Eco,AC,39.4,15.6,82.9,22.0,74.0,25.1,8.65,6.88,224.8,207.2,1599000,217.12
EV0680,2026-03-24T21:25:00,Tata Nexon EV,Hyderabad,Normal,AC,40.5,14.6,76.9,7.2,208.3,24.69,7.75,6.69,208.3,195.2,1450000,191.35
EV0681,2026-03-11T09:39:00,Mahindra XUV400,Chennai,Normal,AC,39.4,37.1,67.4,7.2,99.9,11.71,7.94,6.59,175.2,183.3,1599000,92.98
EV0682,2026-06-15T21:46:00,Mahindra XUV400,Pune,Normal,DC Fast,39.4,47.6,83.1,50.0,20.5,13.29,11.42,6.46,211.4,179.9,1599000,151.77
EV0683,2026-01-10T06:11:00,Hyundai Kona,Mumbai,Sport,DC Fast,39.2,30.4,86.5,50.0,27.4,21.89,7.02,5.56,188.6,171.8,2371000,153.67
EV0684,2026-05-20T05:02:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,24.7,83.4,7.2,174.5,21.35,10.11,6.14,200.6,203.0,2371000,215.85
EV0685,2026-01-31T10:54:00,Mahindra XUV400,Pune,Normal,AC,39.4,41.6,82.0,7.2,128.1,14.78,10.07,6.22,200.8,199.6,1599000,148.83
EV0686,2026-05-08T03:17:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,14.5,92.6,7.2,404.4,48.06,10.46,4.91,275.1,243.6,2499000,502.71
EV0687,2026-05-08T11:31:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,47.0,82.8,3.3,247.4,13.56,10.9,6.78,221.4,217.9,1599000,147.8
EV0688,2026-03-13T23:36:00,Tata Nexon EV,Mumbai,Sport,AC,40.5,48.1,96.8,7.2,166.0,19.56,8.01,5.37,210.5,197.9,1450000,156.68
EV0689,2026-06-20T02:20:00,Mahindra XUV400,Bengaluru,Sport,DC Fast,39.4,40.6,93.3,50.0,33.8,21.2,9.4,5.08,186.9,186.1,1599000,199.28
EV0690,2026-03-16T13:13:00,Tata Nexon EV,Pune,Eco,AC,40.5,52.9,87.0,7.2,121.5,13.97,11.2,7.17,252.5,230.7,1450000,156.46
EV0691,2026-04-16T07:19:00,Tata Nexon EV,Chennai,Sport,AC,40.5,42.9,87.3,3.3,349.8,18.85,7.98,5.5,194.5,204.6,1450000,150.42
EV0692,2026-06-05T14:00:00,BYD Atto 3,Chennai,Eco,AC,60.5,52.7,83.2,7.2,169.4,19.75,8.82,6.31,317.5,327.2,2499000,174.2
EV0693,2026-04-12T00:24:00,Tata Nexon EV,Chennai,Normal,AC,40.5,12.0,93.6,7.2,280.1,32.8,9.29,6.79,257.4,256.5,1450000,304.71
EV0694,2026-06-21T21:45:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,21.0,88.6,7.2,210.6,25.06,11.68,5.33,186.2,179.8,1599000,292.7
EV0695,2026-04-16T10:56:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,25.1,88.4,22.0,71.5,25.6,7.64,6.76,241.9,232.7,1450000,195.58
EV0696,2026-01-18T11:45:00,Tata Nexon EV,Hyderabad,Normal,AC,40.5,17.4,97.4,7.2,267.5,31.91,8.21,6.72,265.0,247.3,1450000,261.98
EV0697,2026-06-26T05:10:00,Hyundai Kona,Chennai,Sport,AC,39.2,21.1,85.3,22.0,69.4,23.97,7.51,5.1,170.4,160.8,2371000,180.01
EV0698,2026-03-04T10:13:00,Hyundai Kona,Pune,Normal,AC,39.2,14.8,73.7,3.3,456.5,24.75,8.0,6.5,187.9,176.0,2371000,198.0
EV0699,2026-02-02T13:17:00,BYD Atto 3,Mumbai,Normal,AC,60.5,43.2,88.1,7.2,223.1,26.9,11.73,5.42,288.7,271.0,2499000,315.54
EV0700,2026-06-20T13:55:00,MG ZS EV,Mumbai,Normal,AC,50.3,17.5,95.9,7.2,322.4,38.33,7.98,5.57,268.7,259.6,1899000,305.87
EV0701,2026-06-19T04:49:00,Mahindra XUV400,Pune,Normal,AC,39.4,30.0,88.1,7.2,200.1,23.73,9.1,6.4,222.0,221.4,1599000,215.94
EV0702,2026-05-16T14:38:00,MG ZS EV,Chennai,Normal,AC,50.3,13.9,90.4,7.2,308.6,36.53,8.28,5.89,267.8,277.2,1899000,302.47
EV0703,2026-02-07T06:52:00,Mahindra XUV400,Mumbai,Sport,AC,39.4,16.0,81.9,22.0,75.1,26.28,8.21,4.77,154.0,135.5,1599000,215.76
EV0704,2026-04-10T23:53:00,MG ZS EV,Bengaluru,Normal,AC,50.3,28.8,83.2,7.2,225.8,26.58,8.96,6.12,256.5,243.7,1899000,238.16
EV0705,2026-06-23T06:23:00,Mahindra XUV400,Pune,Normal,DC Fast,39.4,37.5,82.8,50.0,24.7,17.2,10.78,6.06,197.7,194.6,1599000,185.42
EV0706,2026-02-04T16:58:00,MG ZS EV,Pune,Normal,AC,50.3,13.5,78.2,7.2,270.1,31.82,7.57,5.62,221.0,206.1,1899000,240.88
EV0707,2026-06-16T20:15:00,BYD Atto 3,Mumbai,Sport,AC,60.5,34.3,85.6,7.2,259.1,30.78,8.5,4.83,250.2,215.8,2499000,261.63
EV0708,2026-05-30T14:13:00,Hyundai Kona,Bengaluru,Normal,DC Fast,39.2,29.1,76.1,50.0,23.7,18.5,7.31,6.52,194.5,193.9,2371000,135.23
EV0709,2026-06-03T09:08:00,BYD Atto 3,Pune,Normal,AC,60.5,29.8,91.8,22.0,105.8,36.27,7.81,5.93,329.6,322.0,2499000,283.27
EV0710,2026-06-27T22:19:00,BYD Atto 3,Chennai,Sport,DC Fast,60.5,40.2,72.6,50.0,22.1,18.5,10.34,4.85,213.0,224.8,2499000,191.29
EV0711,2026-03-09T11:23:00,BYD Atto 3,Hyderabad,Eco,DC Fast,60.5,53.2,97.9,50.0,38.3,26.1,8.97,6.26,370.6,375.6,2499000,234.12
EV0712,2026-01-08T02:45:00,Tata Nexon EV,Pune,Eco,AC,40.5,43.4,92.5,7.2,177.3,20.94,11.7,6.72,251.7,260.6,1450000,245.0
EV0713,2026-04-30T17:43:00,Mahindra XUV400,Pune,Sport,AC,39.4,52.2,77.2,7.2,86.7,10.42,8.86,5.34,162.4,175.8,1599000,92.32
EV0714,2026-04-15T02:38:00,MG ZS EV,Hyderabad,Normal,AC,50.3,44.1,95.5,7.2,208.4,24.96,9.01,5.95,285.8,274.8,1899000,224.89
EV0715,2026-06-14T20:40:00,MG ZS EV,Hyderabad,Normal,AC,50.3,22.7,89.5,7.2,290.9,34.39,7.01,5.65,254.4,236.6,1899000,241.07
EV0716,2026-03-17T16:38:00,MG ZS EV,Bengaluru,Normal,AC,50.3,42.3,78.0,7.2,147.0,17.18,11.85,5.53,217.0,217.9,1899000,203.58
EV0717,2026-06-11T18:25:00,Mahindra XUV400,Pune,Normal,AC,39.4,13.3,75.2,7.2,213.8,24.98,9.72,5.98,177.3,157.9,1599000,242.81
EV0718,2026-02-23T04:05:00,Tata Nexon EV,Mumbai,Eco,AC,40.5,52.4,94.6,22.0,52.1,16.19,7.4,7.29,279.3,259.0,1450000,119.81
EV0719,2026-04-16T08:40:00,BYD Atto 3,Pune,Eco,AC,60.5,41.5,92.3,7.2,271.1,31.51,11.16,6.31,352.7,360.9,2499000,351.65
EV0720,2026-05-14T04:31:00,MG ZS EV,Chennai,Normal,AC,50.3,39.0,69.6,3.3,290.2,15.68,10.98,5.95,208.5,192.8,1899000,172.17
EV0721,2026-05-02T21:58:00,Tata Nexon EV,Pune,Eco,DC Fast,40.5,50.5,74.9,50.0,20.5,9.82,10.78,6.65,201.9,202.7,1450000,105.86
EV0722,2026-02-09T17:11:00,Tata Nexon EV,Pune,Normal,AC,40.5,17.0,78.9,7.2,206.9,24.46,9.05,6.47,206.8,205.1,1450000,221.36
EV0723,2026-03-18T13:25:00,MG ZS EV,Chennai,Normal,AC,50.3,36.4,68.6,7.2,140.7,16.44,10.35,5.67,195.7,207.7,1899000,170.15
EV0724,2026-06-09T19:25:00,Hyundai Kona,Chennai,Normal,AC,39.2,31.3,88.1,7.2,184.3,21.87,7.85,6.25,215.8,192.9,2371000,171.68
EV0725,2026-04-16T03:30:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,52.1,93.5,22.0,71.7,24.73,8.47,4.59,259.6,268.6,2499000,209.46
EV0726,2026-04-05T15:39:00,BYD Atto 3,Pune,Eco,AC,60.5,47.6,96.3,7.2,242.5,28.32,8.71,6.3,367.0,328.9,2499000,246.67
EV0727,2026-04-10T20:45:00,MG ZS EV,Mumbai,Normal,AC,50.3,22.1,96.8,3.3,672.9,36.72,9.1,5.97,290.9,284.7,1899000,334.15
EV0728,2026-05-20T00:07:00,BYD Atto 3,Chennai,Normal,AC,60.5,52.3,76.7,7.2,125.0,14.88,10.4,5.8,269.4,281.8,2499000,154.75
EV0729,2026-01-20T07:53:00,MG ZS EV,Chennai,Normal,DC Fast,50.3,52.5,74.8,50.0,17.1,11.3,9.76,5.86,220.5,228.6,1899000,110.29
EV0730,2026-05-04T12:45:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,40.2,86.7,22.0,76.5,26.63,9.24,4.82,252.7,244.3,2499000,246.06
EV0731,2026-05-25T02:01:00,MG ZS EV,Pune,Normal,AC,50.3,13.1,74.3,22.0,99.5,33.77,11.13,5.92,221.3,201.4,1899000,375.86
EV0732,2026-04-08T22:53:00,Tata Nexon EV,Chennai,Normal,AC,40.5,45.3,92.7,3.3,353.6,19.09,11.44,6.21,233.0,234.6,1450000,218.39
EV0733,2026-04-19T21:35:00,Mahindra XUV400,Chennai,Normal,AC,39.4,18.9,95.2,3.3,533.2,29.15,8.4,6.15,230.8,217.1,1599000,244.86
EV0734,2026-04-14T09:00:00,BYD Atto 3,Chennai,Normal,AC,60.5,22.3,96.2,7.2,356.6,42.5,11.64,5.7,332.0,296.7,2499000,494.7
EV0735,2026-01-30T00:49:00,MG ZS EV,Bengaluru,Normal,DC Fast,50.3,16.5,85.4,50.0,50.6,37.07,10.74,5.96,256.0,220.9,1899000,398.13
EV0736,2026-02-14T22:44:00,BYD Atto 3,Hyderabad,Eco,DC Fast,60.5,39.6,66.3,50.0,19.3,15.68,8.29,6.78,271.7,295.6,2499000,129.99
EV0737,2026-02-02T17:39:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,25.5,97.1,7.2,251.7,30.16,10.25,6.83,268.9,232.6,1450000,309.14
EV0738,2026-03-20T05:57:00,BYD Atto 3,Pune,Normal,AC,60.5,42.5,91.1,22.0,79.4,29.05,8.24,5.51,303.5,253.1,2499000,239.37
EV0739,2026-03-16T12:24:00,Hyundai Kona,Chennai,Normal,AC,39.2,50.6,83.1,22.0,38.0,12.5,9.62,6.04,196.8,184.2,2371000,120.25
EV0740,2026-04-06T20:35:00,Mahindra XUV400,Bengaluru,Eco,AC,39.4,23.2,85.5,22.0,65.2,24.42,7.7,6.66,224.4,216.9,1599000,188.03
EV0741,2026-03-20T23:39:00,MG ZS EV,Pune,Normal,DC Fast,50.3,39.4,82.3,50.0,31.4,21.72,9.13,6.36,263.3,248.8,1899000,198.3
EV0742,2026-01-07T17:39:00,BYD Atto 3,Bengaluru,Normal,DC Fast,60.5,35.1,66.7,50.0,29.7,19.46,7.81,5.58,225.0,231.4,2499000,151.98
EV0743,2026-01-28T20:43:00,MG ZS EV,Hyderabad,Normal,AC,50.3,39.6,67.3,22.0,45.7,14.41,10.01,6.19,209.4,193.2,1899000,144.24
EV0744,2026-02-12T12:19:00,Mahindra XUV400,Chennai,Eco,AC,39.4,41.2,76.3,7.2,119.8,14.03,7.03,6.88,206.7,213.1,1599000,98.63
EV0745,2026-04-25T05:03:00,Mahindra XUV400,Hyderabad,Eco,AC,39.4,32.6,73.6,7.2,139.1,16.28,8.61,6.9,200.0,202.4,1599000,140.17
EV0746,2026-03-16T02:12:00,MG ZS EV,Bengaluru,Normal,AC,50.3,41.4,73.2,22.0,51.9,16.78,8.04,6.21,228.5,238.0,1899000,134.91
EV0747,2026-02-03T11:39:00,Tata Nexon EV,Chennai,Normal,AC,40.5,36.2,79.0,7.2,149.3,17.17,10.44,6.33,202.8,183.2,1450000,179.25
EV0748,2026-01-07T18:13:00,Hyundai Kona,Mumbai,Normal,DC Fast,39.2,50.2,72.1,50.0,11.0,8.75,10.88,6.2,175.4,174.6,2371000,95.2
EV0749,2026-05-05T03:01:00,BYD Atto 3,Hyderabad,Eco,AC,60.5,38.2,90.6,7.2,287.6,34.02,9.53,6.09,334.1,324.2,2499000,324.21
EV0750,2026-02-11T02:25:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,12.5,66.2,7.2,176.9,20.65,9.75,6.88,179.4,177.7,1599000,201.34
EV0751,2026-02-07T11:07:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,32.6,78.9,3.3,332.2,18.18,10.58,5.8,179.2,161.8,2371000,192.34
EV0752,2026-05-31T17:17:00,BYD Atto 3,Mumbai,Eco,AC,60.5,13.2,71.4,7.2,292.2,34.81,9.53,6.41,277.1,238.4,2499000,331.74
EV0753,2026-06-16T23:45:00,Hyundai Kona,Hyderabad,Sport,AC,39.2,27.4,69.2,7.2,137.2,16.1,9.69,5.2,140.8,155.1,2371000,156.01
EV0754,2026-05-12T09:41:00,MG ZS EV,Mumbai,Normal,AC,50.3,45.8,86.4,22.0,60.9,20.51,11.28,6.55,284.5,293.5,1899000,231.35
EV0755,2026-05-21T11:09:00,Tata Nexon EV,Hyderabad,Normal,DC Fast,40.5,43.1,78.7,50.0,21.3,14.17,7.97,7.03,224.1,218.8,1450000,112.93
EV0756,2026-01-19T13:37:00,MG ZS EV,Hyderabad,Normal,AC,50.3,16.4,73.9,7.2,251.4,29.87,7.51,6.27,233.2,239.2,1899000,224.32
EV0757,2026-06-24T07:35:00,MG ZS EV,Chennai,Normal,AC,50.3,44.4,87.3,7.2,180.9,21.06,11.79,5.47,240.1,218.4,1899000,248.3
EV0758,2026-02-12T20:10:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,43.2,72.6,22.0,31.4,11.15,10.72,6.64,195.4,187.3,1450000,119.53
EV0759,2026-04-11T23:12:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,32.5,84.8,7.2,174.8,20.55,9.75,6.15,204.5,197.6,2371000,200.36
EV0760,2026-04-17T22:21:00,BYD Atto 3,Bengaluru,Eco,DC Fast,60.5,45.9,95.1,50.0,36.3,29.7,11.32,6.66,382.9,341.3,2499000,336.2
EV0761,2026-05-23T01:43:00,Hyundai Kona,Chennai,Normal,AC,39.2,50.5,81.1,22.0,25.7,11.84,7.89,6.22,197.6,190.9,2371000,93.42
EV0762,2026-02-20T17:56:00,Mahindra XUV400,Hyderabad,Sport,AC,39.4,14.8,83.3,22.0,75.7,26.48,10.47,5.63,184.7,180.1,1599000,277.25
EV0763,2026-02-02T04:58:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,18.3,84.8,22.0,80.7,27.14,7.75,7.57,259.8,242.4,1450000,210.34
EV0764,2026-04-11T05:47:00,MG ZS EV,Bengaluru,Eco,DC Fast,50.3,37.7,83.1,50.0,35.5,22.6,11.27,6.49,271.1,243.2,1899000,254.7
EV0765,2026-04-18T00:46:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,32.3,68.0,7.2,123.4,14.12,8.52,6.88,183.3,150.6,2371000,120.3
EV0766,2026-01-27T11:46:00,Tata Nexon EV,Hyderabad,Sport,AC,40.5,41.7,70.7,22.0,37.9,11.21,7.24,5.43,155.5,148.3,1450000,81.16
EV0767,2026-04-18T13:14:00,MG ZS EV,Chennai,Normal,AC,50.3,13.6,90.9,22.0,122.1,40.79,8.6,6.06,277.1,247.4,1899000,350.79
EV0768,2026-01-15T19:52:00,MG ZS EV,Chennai,Eco,AC,50.3,20.1,94.7,7.2,313.9,36.95,8.17,6.82,325.0,307.7,1899000,301.88
EV0769,2026-03-08T21:44:00,Mahindra XUV400,Chennai,Normal,AC,39.4,38.7,78.4,7.2,133.9,15.38,10.74,6.16,190.4,178.1,1599000,165.18
EV0770,2026-06-07T14:50:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,26.8,79.5,22.0,63.4,20.24,7.71,6.71,209.3,184.7,2371000,156.05
EV0771,2026-06-23T06:45:00,Hyundai Kona,Pune,Sport,AC,39.2,53.2,78.6,7.2,89.9,10.07,10.48,5.2,160.3,157.2,2371000,105.53
EV0772,2026-05-03T11:43:00,BYD Atto 3,Bengaluru,Eco,AC,60.5,43.1,79.8,7.2,192.7,22.64,10.37,5.73,276.8,247.3,2499000,234.78
EV0773,2026-04-28T22:30:00,BYD Atto 3,Chennai,Eco,AC,60.5,38.6,73.0,22.0,58.7,20.84,11.56,6.4,282.6,265.3,2499000,240.91
EV0774,2026-02-04T22:43:00,MG ZS EV,Mumbai,Normal,AC,50.3,49.2,80.5,3.3,304.7,16.3,10.13,6.07,245.8,243.1,1899000,165.12
EV0775,2026-04-06T02:23:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,39.5,92.3,22.0,87.9,30.07,7.9,5.4,301.7,296.1,2499000,237.55
EV0776,2026-05-11T20:08:00,Mahindra XUV400,Bengaluru,Eco,DC Fast,39.4,27.7,79.1,50.0,33.7,20.56,9.44,6.39,199.1,188.3,1599000,194.09
EV0777,2026-01-06T01:53:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,42.3,68.9,22.0,32.5,10.84,11.87,6.93,187.1,189.0,2371000,128.67
EV0778,2026-03-20T11:49:00,MG ZS EV,Mumbai,Sport,DC Fast,50.3,40.0,77.9,50.0,25.6,19.33,9.62,5.47,214.3,211.8,1899000,185.95
